nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud,categoria_negocio,categoria_id,density_500m,density_1000m,density_2000m,ratio_500m_2km,dist_city_center_km,local_density_1km,cluster_zone,dist_city_center_km^2,dist_city_center_km density_1000m,density_1000m^2,valoracion,puntuacion_std,reviews_std,reviews_bin,valoracion_norm,valoracion_por_cercania
Hotel Victoria 4,"Calle de la Victoria, 4, Madrid",28012,4.1,1109.0,"lodging, point_of_interest, establishment",40.416379,-3.701742399999999,Alojamiento,1,171,318,576,0.2963604852686308,0.1803739013455253,318,0,0.0325347442866053,57.35890062787706,101124.0,4.1,0.0315424323460791,-0.1058740013833059,muchos,0.7590368804568622,14.62332970481182
Eurostars Madrid Gran Vía,"Calle de Leganitos, 13, Madrid",28013,4.1,1386.0,"lodging, point_of_interest, establishment",40.4212153,-3.7099122,Alojamiento,1,89,246,505,0.1758893280632411,0.7132853104241682,246,0,0.508775934066902,175.46818636434537,60516.0,4.1,0.0315424323460791,-0.0744599104300643,muchos,0.7590368804568622,5.041281266793874
Espahotel Plaza España,"Plaza de España, 7, Madrid",28013,4.0,1277.0,"lodging, point_of_interest, establishment",40.42246149999999,-3.7121006,Alojamiento,1,74,189,473,0.1561181434599156,0.9434374208044578,189,0,0.8900741669741676,178.30967253204253,35721.0,4.0,-0.1186621091234345,-0.0868214119243002,muchos,0.7246135776649855,3.8334833697224737
ibis Styles Madrid Prado,"Calle del Prado, 11, Madrid",28013,4.4,1254.0,"lodging, point_of_interest, establishment",40.4148772,-3.698999,Alojamiento,1,111,301,583,0.1900684931506849,0.4592541113043291,301,0,0.2109143387499291,138.23548750260306,90601.0,4.4,0.482156056754623,-0.0894298021478545,muchos,0.8623067888324928,7.867622089961989
Intelier Palacio San Martín,"Plaza de San Martín, 5, Madrid",28013,4.5,1281.0,"cafe, lodging, restaurant, food, point_of_interest, store, establishment",40.4186427,-3.7067589,Restauración,9,155,298,538,0.287569573283859,0.3236197459333019,298,0,0.1047297399579349,96.43868428812398,88804.0,4.5,0.6323605982241368,-0.0863677788419429,muchos,0.8945078201630516,10.622734287528974
B&B Hotel Madrid Centro Plaza Mayor,"Calle de Atocha, 2, Madrid",28013,4.4,1683.0,"lodging, point_of_interest, establishment",40.41461929999999,-3.705511,Alojamiento,1,99,299,541,0.1826568265682656,0.2824540728540242,299,0,0.0797803032718264,84.45376778335323,89401.0,4.4,0.482156056754623,-0.0407776540650365,muchos,0.8623067888324928,11.504649348261486
Acta Madfor,"Paseo de la Florida, 13, Madrid",28013,4.2,1952.0,"lodging, point_of_interest, establishment",40.421447,-3.721714,Alojamiento,1,5,43,343,0.0145348837209302,1.6021293999584958,43,0,2.56681861421137,68.89156419821532,1849.0,4.2,0.1817469738155942,-0.0102708292765095,muchos,0.7934601832487392,2.4674974770439966
Petit Palace Preciados,"Calle de Galdo, 2, Madrid",28013,4.2,1351.0,"lodging, point_of_interest, establishment",40.4181053,-3.7043429,Alojamiento,1,179,299,560,0.3190730837789661,0.1522459791179841,299,0,0.0231788381575936,45.52154775627724,89401.0,4.2,0.1817469738155942,-0.0784291999006905,muchos,0.7934601832487392,16.650414070765095
Hotel NH Madrid Ribera del Manzanares,"Paseo de la Virgen del Puerto, 57, Madrid",28013,4.4,3740.0,"lodging, point_of_interest, establishment",40.40634,-3.721825999999999,Alojamiento,1,7,28,239,0.0291666666666666,1.918850790208551,28,-1,3.681988355083981,53.727822125839424,784.0,4.4,0.482156056754623,0.1925031585371937,muchos,0.8623067888324928,2.1794577495969736
Posada del León de Oro,"Calle de la Cava Baja, 12, Madrid",28013,4.2,1463.0,"restaurant, lodging, food, point_of_interest, establishment",40.4131927,-3.708539400000001,Restauración,9,41,267,511,0.080078125,0.5673497760535232,267,0,0.3218857683879829,151.4823902062907,71289.0,4.2,0.1817469738155942,-0.0657274735946868,muchos,0.8107547877466401,6.293551224123209
Hotel Sterling Gran Vía,"Calle de San Bernardo, 29, 31, Madrid",28013,3.9,1424.0,"lodging, point_of_interest, establishment",40.423015,-3.707661,Alojamiento,1,93,248,531,0.1748120300751879,0.7644730289128351,248,0,0.5844190119351644,189.5893111703831,61504.0,3.9,-0.2688666505929489,-0.0701503961476702,muchos,0.6901902748731087,4.511418944908734
Hotel Madrisol,"Calle de Núñez de Arce, 1, Madrid",28013,3.5,825.0,"lodging, point_of_interest, establishment",40.415849,-3.7011718,Alojamiento,1,155,323,572,0.2705061082024433,0.246350693431527,323,0,0.0606886641541942,79.57127397838325,104329.0,3.5,-0.8696848164710058,-0.1380819502306726,muchos,0.5524970637056014,10.105364494360234
INNSiDE by Meliá Madrid Gran Vía,"Calle de Mesonero Romanos, 13, Madrid",28013,4.3,1819.0,"lodging, point_of_interest, establishment",40.420612,-3.703958,Alojamiento,1,145,311,575,0.2517361111111111,0.4240866305056884,311,0,0.1798494701736683,131.8909420872691,96721.0,4.3,0.3319515152851079,-0.025354129264889,muchos,0.8278834860406158,8.204750416645721
"Mandarin Oriental Ritz, Madrid","Plaza de la Lealtad, 5, Madrid",28014,4.7,3993.0,"spa, lodging, food, point_of_interest, establishment",40.4157577,-3.692606699999999,Restauración,9,34,240,627,0.054140127388535,0.9546729674130232,240,0,0.9114004747091872,229.12151217912557,57600.0,4.7,0.9327696811631656,0.2211954509962915,muchos,0.950343175107326,4.456357700651506
ME Madrid Reina Victoria,"Plaza de Santa Ana, 14, Madrid",28014,4.4,2529.0,"lodging, point_of_interest, establishment",40.414601,-3.701377000000001,Alojamiento,1,128,312,568,0.2249560632688927,0.3191667408594336,312,0,0.1018674084708328,99.58002314814328,97344.0,4.4,0.482156056754623,0.0551657428535277,muchos,0.8623067888324928,10.497016034665611
Casa de Asturias,"Calle de Argumosa, 4, Madrid",28014,3.8,2509.0,"restaurant, food, point_of_interest, establishment",40.4081497,-3.699811,Restauración,9,22,179,516,0.0425531914893617,1.0194372892717016,179,0,1.039252386757635,182.47927477963455,32041.0,3.8,-0.4190711920624633,0.0528975774417414,muchos,0.6990840778580911,3.3945626400137643
Hostal Puerta del Sol,"Puerta del Sol, 14, Madrid",28014,4.0,276.0,"lodging, point_of_interest, establishment",40.4171537,-3.7025296,Alojamiento,1,185,307,571,0.3234265734265734,0.114515121802512,307,0,0.0131137131214441,35.15614239337119,94249.0,3.999999999995874,-0.1186621091234345,-0.200343090784209,muchos,0.724613577663565,18.646704094261352
Hotel Cortezo,"Calle del Doctor Cortezo, 3, Madrid",28014,4.1,1839.0,"lodging, point_of_interest, establishment",40.4136722,-3.7035722,Alojamiento,1,111,306,550,0.2014519056261343,0.3483302624686937,306,0,0.121333971751509,106.58906031542028,93636.0,4.1,0.0315424323460791,-0.0230859638531026,muchos,0.7590368804568622,9.145044051730272
Hotel Mayerling Madrid - WEB OFICIAL,"Calle del Conde de Romanones, 6, Madrid",28014,4.3,575.0,"lodging, point_of_interest, establishment",40.4134985,-3.7049219,Alojamiento,1,88,293,541,0.1623616236162361,0.3791983997736416,293,0,0.1437914263908905,111.105131133677,85849.0,4.3,0.3319515152851079,-0.1664340178780025,muchos,0.8278834860406158,8.973318779927448
B&B Hotel Madrid Centro Plaza Mayor,"Calle de Atocha, 2, Madrid",28014,4.4,1683.0,"lodging, point_of_interest, establishment",40.41461929999999,-3.705511,Alojamiento,1,99,299,541,0.1826568265682656,0.2824540728540242,299,0,0.0797803032718264,84.45376778335323,89401.0,4.4,0.482156056754623,-0.0407776540650365,muchos,0.8623067888324928,11.504649348261486
Hotel Atlántico,"Gran Vía, 38, Madrid",28014,4.7,1341.0,"lodging, point_of_interest, establishment",40.42040529999999,-3.7045863,Alojamiento,1,156,313,572,0.2722513089005235,0.4063803448774847,313,0,0.1651449847027434,127.19704794665272,97969.0,4.7,0.9327696811631656,-0.0795632826065837,muchos,0.9655766972081232,9.281560881153736
Hostal Bianco,"Calle de Echegaray, 5 -1, Derecha, Madrid",28014,4.3,238.0,"lodging, point_of_interest, establishment",40.4160129,-3.6995733,Alojamiento,1,136,313,589,0.2305084745762712,0.3683749016466683,313,0,0.1357000681631925,115.30134421540718,97969.0,4.299999999801729,0.3319515152851079,-0.2046526050666031,muchos,0.8278834859723646,9.180679803047076
Hotel NH Madrid Atocha,"Paseo de la Infanta Isabel, 9, Madrid",28014,4.2,1570.0,"lodging, point_of_interest, establishment",40.40769,-3.689457,Alojamiento,1,41,101,486,0.0841889117043121,1.581376354273093,101,0,2.500751173854059,159.7190117815824,10201.0,4.2,0.1817469738155942,-0.0535927886416296,muchos,0.7934601832487392,2.497953530347927
Hospes Puerta de Alcalá,"Plaza de la Independencia, 3, Madrid",28014,4.4,1036.0,"spa, restaurant, lodging, food, point_of_interest, establishment",40.4206199,-3.689281300000001,Restauración,9,48,165,688,0.06966618287373,1.3004163493456742,165,0,1.6910826816455304,214.56869764203623,27225.0,4.4,0.482156056754623,-0.1141528051363262,muchos,0.8665901426909144,3.1419227589393977
Hotel Regina Madrid,"Calle Alcalá, 19, Madrid",28014,4.5,2730.0,"lodging, point_of_interest, establishment",40.4179133,-3.699877499999999,Alojamiento,1,154,340,589,0.2610169491525423,0.354393310209331,340,0,0.1255946183211271,120.49372547117255,115600.0,4.5,0.6323605982241368,0.077960805241981,muchos,0.8967300916243696,9.903314813166876
Leonardo Boutique Hotel Madrid,"Calle de Vallehermoso, 65, Madrid",28015,4.3,1771.0,"lodging, point_of_interest, establishment",40.4372343,-3.708568,Alojamiento,1,5,47,370,0.013477088948787,2.3077581915372667,47,0,5.325747870607356,108.46463500225154,2209.0,4.3,0.3319515152851079,-0.0307977262531763,muchos,0.8278834860406158,1.7858936230031492
Hotel Europa,"Calle del Carmen, 4, Madrid",28015,4.4,2074.0,"lodging, point_of_interest, establishment",40.4175032,-3.7033915,Alojamiento,1,180,302,569,0.3157894736842105,0.0854985991847081,302,0,0.0073100104625473,25.820576953781853,91204.0,4.4,0.482156056754623,0.0035649797353874,muchos,0.8623067888324928,23.71985567189513
Muralto Madrid Princesa,"Calle del Buen Suceso, 3, Madrid",28015,4.5,838.0,"lodging, point_of_interest, establishment",40.42914529999999,-3.716850199999999,Alojamiento,1,10,49,354,0.028169014084507,1.7620381668637115,49,0,3.1047785014844287,86.33987017632187,2401.0,4.5,0.6323605982241368,-0.1366076427130114,muchos,0.8967300916243696,2.4167066390370984
Espahotel Plaza España,"Plaza de España, 7, Madrid",28015,4.0,1277.0,"lodging, point_of_interest, establishment",40.42246149999999,-3.7121006,Alojamiento,1,74,189,473,0.1561181434599156,0.9434374208044578,189,0,0.8900741669741676,178.30967253204253,35721.0,4.0,-0.1186621091234345,-0.0868214119243002,muchos,0.7246135776649855,3.8334833697224737
Eurostars Casa de la Lírica,"Calle de la Aduana, 19, Madrid",28015,4.3,1411.0,"lodging, point_of_interest, establishment",40.41848239999999,-3.7012592,Alojamiento,1,160,320,583,0.273972602739726,0.2850676142246066,320,0,0.0812635446797091,91.2216365518741,102400.0,4.3,0.3319515152851079,-0.0716247036653314,muchos,0.8278834860406158,11.16687002790073
Suites Viena Plaza de España,"Calle de Juan Álvarez Mendizábal, 17, Madrid",28015,4.5,959.0,"lodging, point_of_interest, establishment",40.4248194,-3.7150606,Alojamiento,1,24,109,402,0.0595533498759305,1.3053110103364398,109,0,1.7038368337055372,142.27890012667194,11881.0,4.5,0.6323605982241368,-0.1228852419717038,muchos,0.8967300916243696,3.2021381508443976
Petit Palace Plaza del Carmen,"Plaza del Carmen, 4, Madrid",28015,4.4,1009.0,"lodging, point_of_interest, establishment",40.41903279999999,-3.7029893,Alojamiento,1,151,316,574,0.2626086956521739,0.2575876674356598,316,0,0.066351406414944,81.3977029096685,99856.0,4.4,0.482156056754623,-0.1172148284422378,muchos,0.8623067888324928,12.304674911059916
Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Cuesta de Santo Domingo, 5, Madrid",28015,4.7,2324.0,"lodging, point_of_interest, establishment",40.419756,-3.709671,Alojamiento,1,116,264,514,0.2252427184466019,0.5958733130502876,264,0,0.355065005205526,157.31055464527591,69696.0,4.7,0.9327696811631656,0.0319170473827173,muchos,0.9655766972081232,6.754102955030771
"Room Mate Mario, Madrid","Calle de Campomanes, 4, Madrid",28015,4.5,1066.0,"lodging, point_of_interest, establishment",40.4188302,-3.7093121,Alojamiento,1,122,284,510,0.2387475538160469,0.5183750054196535,284,0,0.2687126462438258,147.2185015391816,80656.0,4.5,0.6323605982241368,-0.1107505570186466,muchos,0.8967300916243696,7.277137595408022
"Krüger - Restaurante Alemán | Cervecería Artesanal, Plaza España","Calle de la Princesa, 5, Madrid",28015,4.0,1459.0,"bar, restaurant, food, point_of_interest, establishment",40.4246643,-3.7133071,Restauración,9,41,152,430,0.0951276102088167,1.1884503413779135,152,0,1.4124142139212792,180.64445188944285,23104.0,4.0,-0.1186621091234345,-0.066181106677044,muchos,0.7549194328023656,3.1045045909353877
Hotel Regente Madrid,"Calle de Mesonero Romanos, 9, Madrid",28015,4.2,2849.0,"lodging, point_of_interest, establishment",40.41970959999999,-3.7043006,Alojamiento,1,162,299,562,0.2877442273534636,0.3262969689156062,299,0,0.1064697119235121,97.56279370576624,89401.0,4.2,0.1817469738155942,0.09145638944211,muchos,0.7934601832487392,9.852286800639842
INNSiDE by Meliá Madrid Gran Vía,"Calle de Mesonero Romanos, 13, Madrid",28015,4.3,1819.0,"lodging, point_of_interest, establishment",40.420612,-3.703958,Alojamiento,1,145,311,575,0.2517361111111111,0.4240866305056884,311,0,0.1798494701736683,131.8909420872691,96721.0,4.3,0.3319515152851079,-0.025354129264889,muchos,0.8278834860406158,8.204750416645721
Hotel NH Collection Madrid Eurobuilding,"Calle del Padre Damián, 23, Madrid",28016,4.5,6218.0,"lodging, point_of_interest, establishment",40.4584134,-3.6859828,Alojamiento,1,42,169,358,0.116991643454039,4.866703909779513,169,0,23.6848069454632,822.4729607527378,28561.0,4.5,0.6323605982241368,0.4735288530575274,muchos,0.8967300916243696,0.9060334744616916
Hotel ILUNION Atrium,"Calle de Emilio Vargas, 3, 5, Madrid",28016,4.5,5859.0,"lodging, point_of_interest, establishment",40.44799940000001,-3.655425999999999,Alojamiento,1,11,31,203,0.0539215686274509,5.366453027655846,31,5,28.7988180980366,166.36004385733125,961.0,4.5,0.6323605982241368,0.4328152839159617,muchos,0.8967300916243696,0.8232029027293617
Tienda Movistar,"Calle del Príncipe de Vergara, 266, Madrid",28016,3.7,396.0,"store, point_of_interest, establishment",40.457641,-3.6766557,Comercio / Servicios,2,14,63,371,0.0376344086021505,5.0893132581592395,63,0,25.901109439675412,320.6267352640321,3969.0,3.7,-0.569275733531977,-0.1867340983134907,muchos,0.7148741998475603,0.7130037860370891
Hotel Madrid Chamartín Affiliated by Meliá,"Calle de Mauricio Ravel, 10, Madrid",28016,4.0,3074.0,"lodging, point_of_interest, establishment",40.47202,-3.684684,Alojamiento,1,15,56,275,0.0543478260869565,6.349707849012992,56,0,40.318789767817194,355.58363954472753,3136.0,4.0,-0.1186621091234345,0.1169732503247069,muchos,0.7246135776649855,0.6201831297850376
Luxtal Cuzco,"Calle de Juan Ramón Jiménez, 8, Madrid",28016,4.0,120.0,"lodging, point_of_interest, establishment",40.4579932,-3.6864874,Alojamiento,1,42,160,362,0.1157024793388429,4.809119618159024,160,0,23.127631501762,769.4591389054439,25600.0,3.999975423150586,-0.1186621091234345,-0.2180347809961428,normal,0.7246051175016951,0.8148050433227421
BBVA,"Calle de Orense, 58, Madrid",28016,2.1,155.0,"bank, atm, accounting, point_of_interest, finance, establishment",40.4597418,-3.693881,Comercio / Servicios,2,96,205,327,0.2926829268292683,4.848145870075804,205,0,23.50451837753307,993.8699033655398,42025.0,2.099999610367814,-2.9725483970442053,-0.2140654915255166,normal,0.3639500526644121,0.4244013142514011
Apartamentos Alcocer 43,"Avenida de Alberto de Alcocer, 43, Madrid",28016,4.2,173.0,"lodging, point_of_interest, establishment",40.4588459,-3.679891,Alojamiento,1,25,69,377,0.0661375661375661,5.094388392170775,69,0,25.952793090284334,351.5127990597835,4761.0,4.199999871188466,0.1817469738155942,-0.2120241426549089,normal,0.7934601389075547,0.8085648500059992
Crisol Via Castellana,"Paseo de la Castellana, 220, Madrid",28016,4.0,3915.0,"lodging, point_of_interest, establishment",40.4677128,-3.6882912,Alojamiento,1,36,133,291,0.1232876712328767,5.811394709913446,133,0,33.77230847440999,772.9154964184884,17689.0,4.0,-0.1186621091234345,0.2123496058903246,muchos,0.7246135776649855,0.6766592650786751
Quirónsalud San José Hospital,"Calle de Cartagena, 111, Madrid",28016,3.0,1759.0,"hospital, point_of_interest, health, establishment",40.4403502,-3.6743248,Salud,10,33,93,343,0.0959302325581395,3.616882546772662,93,0,13.081839357148702,336.37007684985764,8649.0,3.0,-1.620707523818577,-0.0321586255002482,muchos,0.4600564769696065,0.8071280064001146
Taberna de La Daniela Bernabéu,"Calle de Gutiérrez Solana, 2, Madrid",28016,4.0,1709.0,"bar, restaurant, food, point_of_interest, establishment",40.4506535,-3.6889241,Restauración,9,13,102,451,0.0287610619469026,3.969317522813837,102,0,15.75548159691697,404.8703873270113,10404.0,4.0,-0.1186621091234345,-0.0378290390297141,muchos,0.7549194328023656,0.9829658112385624
BBVA,"Calle del Príncipe de Vergara, 203, Madrid",28016,1.7,23.0,"bank, atm, accounting, point_of_interest, finance, establishment",40.4491957,-3.6781503,Comercio / Servicios,2,18,72,382,0.0469973890339425,4.205841751015264,72,0,17.68910483458314,302.820606073099,5184.0,1.5295599656712335,-3.573366562922262,-0.2290353832433068,pocos,0.238836929485346,0.3552290246873523
Sercotel Togumar,"Calle de Canillas, 59, Madrid",28016,4.2,1556.0,"lodging, point_of_interest, establishment",40.4438931,-3.6727188,Alojamiento,1,34,78,332,0.1021021021021021,3.999588721007898,78,0,15.996709937213591,311.96792023861605,6084.0,4.2,0.1817469738155942,-0.05518050442988,muchos,0.7934601832487392,1.0244930127935896
Post Office,"Calle de los Hermanos García Noblejas, 30, Madrid",28017,3.3,282.0,"post_office, point_of_interest, finance, establishment",40.43436579999999,-3.6357902,Administración / Localidad,0,36,79,160,0.2236024844720497,6.0791649203191,79,7,36.95624612843832,480.2540287052089,6241.0,3.2999999999981315,-1.1700938994100347,-0.1996626411606731,muchos,0.7917110485224099,0.5340527470219577
Travelodge Madrid Metropolitano,"Calle de Santa Leonor, 34, Madrid",28017,3.9,2574.0,"lodging, point_of_interest, establishment",40.4368937,-3.6311204,Alojamiento,1,36,75,128,0.2790697674418604,6.54517639884847,75,7,42.83933409204303,490.88822991363526,5625.0,3.9,-0.2688666505929489,0.0602691150300471,muchos,0.6901902748731087,0.586891869518441
The Veterinary Clinic,"Calle de la Marroquina, 26, Madrid",28017,4.4,553.0,"veterinary_care, point_of_interest, establishment",40.40747580000001,-3.648924799999999,Otros / No categorizado,7,23,46,109,0.209090909090909,4.760238912250326,46,2,22.65987450170217,218.970989963515,2116.0,4.4,0.482156056754623,-0.1689289998309675,muchos,0.8715291485953629,0.905305290427126
GYM CLUB ATLAS FITNESS,"Calle de Santa Elena, 6, Madrid",28017,4.5,166.0,"gym, health, point_of_interest, establishment",40.432148,-3.651564999999999,Comercio / Servicios,2,24,58,193,0.1237113402061855,4.7395402609152795,58,7,22.463241884836876,274.8933351330862,3364.0,4.49999972207724,0.6323605982241368,-0.2128180005490342,normal,0.8903361697544852,0.929840331822382
Alcampo,"Calle del Camino de los Vinateros, s/n, Madrid",28017,4.0,7902.0,"supermarket, grocery_or_supermarket, clothing_store, bakery, home_goods_store, food, point_of_interest, store, establishment",40.4120436,-3.6606455,Restauración,9,19,35,179,0.1055555555555555,3.691593337423456,35,2,13.62786136890925,129.20576680982097,1225.0,4.0,-0.1186621091234345,0.6645083807299415,muchos,0.7549194328023656,1.0549654575345797
TIENDA MARTYPAL,"Calle de Vital Aza, 2, Madrid",28017,3.6,32.0,"clothing_store, home_goods_store, point_of_interest, store, establishment",40.4302273,-3.6458144,Comercio / Servicios,2,14,50,156,0.0891719745222929,5.130519340710104,50,7,26.32222870540044,256.52596703550523,2500.0,3.453256065677882,-0.7194802750014915,-0.2280147088080029,pocos,0.660756460073441,0.6602128470877735
Roselín Calle Alcala,"Calle Alcalá, 356, Madrid",28017,4.9,2454.0,"jewelry_store, point_of_interest, store, establishment",40.43482909999999,-3.6442853,Comercio / Servicios,2,15,68,172,0.0867052023121387,5.421968560945638,68,7,29.39774307588291,368.6938621443034,4624.0,4.9,1.2331787641021943,0.0466601225593288,muchos,0.9780672461421202,0.8873647044380989
Municipal Public Library Pablo Neruda,"Calle de Ascao, 4, Madrid",28017,4.2,238.0,"library, point_of_interest, establishment",40.4293549,-3.6416207,Otros / No categorizado,7,6,58,150,0.0397350993377483,5.445485792896796,58,7,29.653315520640845,315.83817598801414,3364.0,4.19999999980634,0.1817469738155942,-0.2046526050666031,muchos,0.8287055308167999,0.7573727815128684
Gesvital,"Calle Alcalá, 361, Madrid",28017,4.4,10.0,"point_of_interest, health, establishment",40.4347177,-3.645369199999999,Salud,10,17,65,169,0.1,5.33219263030661,65,7,28.43227824669612,346.59252096992964,4225.0,2.781330458845654,0.482156056754623,-0.230509690760968,muy_pocos,0.4010218757544462,0.5120088053078978
BBVA,"Calle de Emilio Ferrari, 71, Madrid",28017,1.7,63.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.43074490000001,-3.6406638,Comercio / Servicios,2,9,63,157,0.0569620253164556,5.564838664628178,63,7,30.967429363340727,350.58483587157525,3969.0,1.6968782818790509,-3.573366562922262,-0.224499052419734,normal,0.2755344439383559,0.2995457386058546
Muebles Ahorro Total Las Ventas,"Calle Alcalá, 222, Madrid",28017,4.2,530.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.43123179999999,-3.6594616,Comercio / Servicios,2,25,57,245,0.1016260162601626,4.081881741784387,57,7,16.66175855391274,232.66725928171005,3249.0,4.2,0.1817469738155942,-0.1715373900545218,muchos,0.8245379691369602,1.0043325611134768
Municipal Public Library Portazgo,"Calle Cantalapiedra, 11, Madrid",28018,4.2,93.0,"library, point_of_interest, establishment",40.3932133,-3.655431,Otros / No categorizado,7,25,42,151,0.1644736842105263,4.86335352825618,42,1,23.652207540801836,204.26084818675955,1764.0,4.199616018227792,0.1817469738155942,-0.2210968043020545,normal,0.8286233134151109,0.8461247006322521
Stag,"Calle de Luis I, 82, Madrid",28018,3.7,19.0,"health, point_of_interest, establishment",40.3742404,-3.649454,Salud,10,4,25,66,0.0597014925373134,6.601275184149097,25,-1,43.576834056862694,165.03187960372742,625.0,3.1465961088762504,-0.569275733531977,-0.2294890163256641,pocos,0.4996332867142027,0.4695518423596558
Asisdent Vallecas,"Avenida de Buenos Aires, 93, Madrid",28018,4.2,6.0,"health, point_of_interest, establishment",40.3804025,-3.652576099999999,Salud,10,12,31,99,0.12,5.93258856210519,31,11,35.19560704722132,183.91024542526088,961.0,1.894991128405089,0.1817469738155942,-0.2309633238433253,muy_pocos,0.1617352854151993,0.3141257038991227
Muebles Ahorro Total Vallecas,"Avenida de Pablo Neruda, 66, Madrid",28018,4.4,640.0,"furniture_store, home_goods_store, store, point_of_interest, establishment",40.3871867,-3.6460658,Comercio / Servicios,2,10,32,97,0.1020408163265306,5.894296706493787,32,10,34.742733664183504,188.6174946078012,1024.0,4.4,0.482156056754623,-0.1590624802896967,muchos,0.8684034768527202,0.7340310657684594
Gestoría Moratilla,"Calle la Cenicienta, 8, Calle de Mogambo, 1, entrada por, Madrid",28018,4.7,68.0,"finance, point_of_interest, establishment",40.3798484,-3.658239100000001,Finanzas y Seguros,5,13,29,100,0.1287128712871287,5.636305924920618,29,11,31.767944479295267,163.45287182269794,841.0,4.6947652568051295,0.9327696811631656,-0.2239320110667874,normal,0.9531605788776378,0.8184300694998407
Viajes Iberia,"Avenida de la Albufera, 119, Madrid",28018,3.9,19.0,"travel_agency, point_of_interest, establishment",40.39337330000001,-3.659276299999999,Otros / No categorizado,7,25,48,153,0.1623376623376623,4.582380722106559,48,1,20.99821308233383,219.9542746611148,2304.0,3.316682385031723,-0.2688666505929489,-0.2294890163256641,pocos,0.6395712514390381,0.7083324876537547
Las Costillas,"Calle Tajos Altos, 12, Madrid",28018,4.2,1625.0,"restaurant, food, point_of_interest, establishment",40.395071,-3.6666415,Restauración,9,15,60,154,0.0967741935483871,3.966974781280201,60,1,15.736888915313097,238.01848687681203,3600.0,4.2,0.1817469738155942,-0.047355333759217,muchos,0.8107547877466401,1.0327086411580664
Potencial Hardcore,"Calle de Lozano, 15, Madrid",28018,4.8,497.0,"clothing_store, store, point_of_interest, establishment",40.39588329999999,-3.669834899999999,Comercio / Servicios,2,24,45,147,0.1621621621621621,3.698666592387396,45,1,13.680134561642594,166.43999665743283,2025.0,4.8,1.0829742226326793,-0.1752798629839694,muchos,0.95613449228424,1.2636012883097705
Casa Doli,"Avenida de San Diego, 96, Madrid",28018,4.5,989.0,"restaurant, food, point_of_interest, establishment",40.3866492,-3.6682223,Restauración,9,8,22,110,0.072072072072072,4.507319782940371,22,9,20.315931625685632,99.16103522468816,484.0,4.5,0.6323605982241368,-0.1194829938540242,muchos,0.8945078201630516,0.9767066780695912
Federación Madrileña de Ajedrez,"Calle del Payaso Fofó, 1, Madrid",28018,4.1,41.0,"point_of_interest, establishment",40.3923673,-3.6589676,Otros / No categorizado,7,25,48,134,0.1851851851851851,4.668136057266019,48,1,21.791494249147135,224.07053074876893,2304.0,4.032052030852778,0.0315424323460791,-0.2269940343726991,pocos,0.7927448327058543,0.8456243660892302
Pastelería cafeteria Kasmi,"Avenida de San Diego, 37, Madrid",28018,4.6,48.0,"cafe, bakery, store, food, point_of_interest, establishment",40.3883761,-3.670008,Restauración,9,8,21,117,0.0677966101694915,4.263430016424399,21,9,18.176835504948553,89.53203034491239,441.0,4.5621431635745076,0.7825651396936505,-0.2262001764785738,pocos,0.9118567481407652,1.0455405830738964
Muebles Ahorro Total Oporto,"Avenida de Oporto, 8, Madrid",28019,4.3,414.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.3854188,-3.7199134,Comercio / Servicios,2,13,36,136,0.0948905109489051,3.7467156735853138,36,0,14.037878338689849,134.88176424907127,1296.0,4.3,0.3319515152851079,-0.1846927494428829,muchos,0.84647072299484,1.1178367118545585
Centro Trébol Estética Avanzada,"Paseo de los Pontones, 3, Madrid",28019,4.9,314.0,"beauty_salon, point_of_interest, establishment",40.4062199,-3.712670799999999,Otros / No categorizado,7,19,43,438,0.0432801822323462,1.3957488416446442,43,0,1.948114828952366,60.0172001907197,1849.0,4.899999999999888,1.2331787641021943,-0.1960335765018148,muchos,0.9785881929380807,3.275951057807348
M G El Baño Sociedad Limitada,"Calle del General Ricardos, 18, Madrid",28019,4.9,9.0,"furniture_store, home_goods_store, point_of_interest, health, store, establishment",40.396522,-3.718378999999999,Comercio / Servicios,2,11,37,141,0.0774647887323943,2.570597610691541,37,0,6.60797207609306,95.11211159558702,1369.0,2.9078086672710644,1.2331787641021943,-0.2306230990315573,muy_pocos,0.5411248247566637,1.0888232115650318
MCD Salud & Belleza,"Calle Jilguero, 4, 1º C, Madrid",28019,4.8,17.0,"beauty_salon, point_of_interest, establishment",40.3837052,-3.7299772,Otros / No categorizado,7,6,54,132,0.0451127819548872,4.296023936584438,54,0,18.455821663706455,231.98529257555967,2916.0,3.9231190845468737,1.0829742226326793,-0.2297158328668427,pocos,0.7694203184479553,0.8924244137749178
Autoescuela La Ermita,"Paseo de la Ermita del Santo, 34, Madrid",28019,4.5,14.0,"point_of_interest, establishment",40.4093664,-3.7244884,Comercio / Servicios,2,5,13,221,0.0225225225225225,1.9367815912616544,13,-1,3.751122932250026,25.178160686401508,169.0,3.3903136622627708,0.6323605982241368,-0.2300560576786107,pocos,0.6469514576601708,1.6645445328100648
